"NUM_OC","OC","ARTICULO","CODIGO","DESCRIPCION","UND_MEDIDA","CANTIDAD","CTD_RECIBIDA","CTD_ACEPTADA","CTD_RECHAZADA","PRECIO","IMPORTE","MONEDA","FECHA_CREACION","FECHA_PROMETIDA","AÑO CREACIÓN","AÑO ENTREGA","PROVEEDOR","COMPRADOR","IMPORTADO","ORG_ENVIO","ESTADO","COMENTARIOS","CANCELADA","DIRECCION_ENVIO"
"101680156","101680156","10043459","10043459","INS. FUROSEMIDA MK 40 mg TAB ECU","milu","8","8","8","0","77,000","616,000","COP","3/1/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680176","101680176","10042564","10042564","INS. NORAVER GRIPA CÁPSULA","milu","60","63","63","0","57,000","3,420,000","COP","3/1/2023","4/12/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680177","101680177","10040924","10040924","INS. LOSARTAN MK 100 mg TAB ECU","milu","3","3","3","0","139,000","417,000","COP","3/1/2023","3/10/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680179","101680179","10037458","10037458","INS. QUETIAPINA MK 25 mg TAB ECU","milu","20","21","21","0","96,000","1,920,000","COP","3/1/2023","4/12/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680205","101680205","10009944","10009944","CRG 402 X 310 X 144","milu","1","1","1","0","1,881,231","1,881,231","COP","3/1/2023","4/13/2023","2023","2023","CARTON DE COLOMBIA S.A.","ANLY VIVIAN QUIROGA REY","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680206","101680206","10041675","10041675","CRG 346 X 210 X 282 mm","milu","3","3","3","0","2,448,140","7,344,420","COP","3/1/2023","5/16/2023","2023","2023","CARTON DE COLOMBIA S.A.","ANLY VIVIAN QUIROGA REY","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680207","101680207","10041673","10041673","CRG 385X202X202mm","milu","3","3","3","0","2,261,750","6,785,250","COP","3/1/2023","3/9/2023","2023","2023","CARTON DE COLOMBIA S.A.","ANLY VIVIAN QUIROGA REY","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680208","101680208","47400027","47400027","KETOCONAZOL","Kg","400","400","400","0","74","29,600","USD","3/1/2023","6/29/2023","2023","2023","CHEMO SA SUIZA","ANLY VIVIAN QUIROGA REY","M16-MATERIA PRIMA IMPORTADA","TQJ","CLOSED","""Despachar con vida útil mayor al 80%. Enviar copia de COA por email. Despachar un solo lote proveedor ""","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680278","101680278","10036472","10036472","INSERTO TADALAFILO MK TABC 5mg (CR)","milu","4","4","4","0","137,000","548,000","COP","3/2/2023","3/30/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680279","101680279","10045370","10045370","INS. MEMANTINA 10 mg TABC (RD)","milu","3","3","3","0","157,000","471,000","COP","3/2/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680281","101680281","10042219","10042219","INS. MEMANTINA MK 20 mg (GT)","milu","2","2","2","0","279,000","418,500","COP","3/2/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680283","101680283","10041416","10041416","INS. DESVENLAFAXINA MK 50 mg TABLP (RD)","milu","3","3","3","0","218,000","654,000","COP","3/2/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680285","101680285","10040091","10040091","INSERTO MEMANTINA MK 20 mg (PA)","milu","1","1","1","0","306,000","306,000","COP","3/2/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680287","101680287","10040089","10040089","INS. MEMANTINA MK 20 mg (RD)","milu","3","3","3","0","181,000","543,000","COP","3/2/2023","3/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680504","101680504","49910083","49910083","TAPA DE SEGURIDAD + LINER INDUCCIÓN 50 mm  (NARDIPLAST)","milu","164","164","164","0","391,000","64,124,000","COP","3/2/2023","3/17/2023","2023","2023","NARDIPLAST S.A.S.","ALVARO JOSE ROJAS MORENO","M19-MATERIAL EMPAQUE NACIONAL","TQT","CLOSED","","","MORE VIA SOACHA-SIBATE 300 MTS DESPUES DEL DESVIO DEL SEGURO SOCIAL"
"101680506","101680506","49710058","49710058","CRG 430 X 264 X 110","milu","2","2","2","0","1,748,000","3,496,000","COP","3/2/2023","3/9/2023","2023","2023","CARTON DE COLOMBIA S.A.","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","","AUTOPISTA CALI-JAMUNDI KM 23"
"101680510","101680510","49899944","49899944","TAPA DE SEGURIDAD + LINER INDUCCIÓN 38 mm  (NARDIPLAST)","milu","20","20","20","0","260,000","5,200,000","COP","3/2/2023","4/4/2023","2023","2023","NARDIPLAST S.A.S.","ALVARO JOSE ROJAS MORENO","M19-MATERIAL EMPAQUE NACIONAL","TQT","CLOSED","","","MORE VIA SOACHA-SIBATE 300 MTS DESPUES DEL DESVIO DEL SEGURO SOCIAL"
"101680552","101680552","10004410","10004410","CELULOSA MICROCRISTALINA Y CARBOXIMETILCELULOSA SODICA (VIVAPUR MCG 591PCG)","Kg","0","0","0","0","86,683","0","COP","3/2/2023","4/30/2023","2023","2023","HANDLER SAS","SAHARA MARIA PINEDA SANTANDER","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED",""" """" """""""" PRECIO: $17 EUR x  TRM: $5099
Despachar con una vida util mayor al 80%. Enviar copia del COA por email. Despachar un solo lote fabricante.","Y","AUTOPISTA CALI-JAMUNDI KM 23"
"101680560","101680560","47200139","47200139","ESENCIA DE FRESA 562.826-APL POLVO","Kg","20","20","20","0","159,475","3,189,502","COP","3/2/2023","7/31/2023","2023","2023","AROMATICOS DE OCCIDENTE SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 33.63 xTRM 4742.05 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680561","101680561","10007712","10007712","SABOR PANELA LIMON POLVO 1012584","Kg","1,200","1,200","1,200","0","85,357","102,428,280","COP","3/2/2023","6/22/2023","2023","2023","DISAROMAS S.A.","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 18 xTRM 4742.05 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680562","101680562","47150045","47150045","DICLOXACILINA SODICA COMPACTAD","Kg","600","600","600","0","59","35,280","USD","3/2/2023","8/30/2023","2023","2023","FERSINSA GB SA DE CV","CATALINA TORRES GONZALEZ","M16-MATERIA PRIMA IMPORTADA","TQT","CLOSED","","N","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101680563","101680563","47700271","47700271","POLOXAMER 188","Kg","150","150","150","0","232,740","34,910,925","COP","3/2/2023","4/26/2023","2023","2023","HANDLER SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 48 xTRM 4848.74 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680564","101680564","1189049","01189049","COPOLIVIDONA (KOLLIDON VA 64)","Kg","140","140","140","0","206,072","28,850,010","COP","3/2/2023","6/15/2023","2023","2023","HANDLER SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 42.5 xTRM 4848.74 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680565","101680565","10001616","10001616","PROSOLV SMCC 90 (CELULOSA MICRO SILICIFICADA)","Kg","320","320","320","0","76,821","24,582,784","COP","3/2/2023","4/11/2023","2023","2023","HANDLER SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO EUR 16.2 xTRM 4742.05 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680566","101680566","10000916","10000916","CELULOSA MICROCRISTALINA PH 112 (VIVAPUR 112)","Kg","0","0","0","0","31,772","0","COP","3/2/2023","4/27/2023","2023","2023","HANDLER SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO EUR 6.7 xTRM 4742.05 Mar-02/23
","Y","AUTOPISTA CALI-JAMUNDI KM 23"
"101680567","101680567","10002644","10002644","SABOR NARANJA REF 61440 (lIquido)","Kg","23","23","23","0","605,086","13,699,138","COP","3/2/2023","5/18/2023","2023","2023","HARMONY FLAVOURS & INGREDIENTS LIMITADA","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 127.6 xTRM 4742.05 Mar-02/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680568","101680568","47000586","47000586","ACEITE DE MENTA PIPERITA","g","11,340","11,340","11,340","0","1,084","12,289,158","COP","3/2/2023","8/17/2023","2023","2023","HARMONY FLAVOURS & INGREDIENTS LIMITADA","ANLY VIVIAN QUIROGA REY","M16-MATERIA PRIMA IMPORTADA","TQJ","CLOSED","Precio 0.2235 USD/g x TRM  $4,848.78 - 2 Marzo 2023","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680579","101680579","10039918","10039918","INSERTO DESVENLAFAXINA MK 50 mg TABC (GT)","milu","4","4","4","0","185,000","647,500","COP","3/3/2023","4/10/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680581","101680581","10033667","10033667","INS. ATORVASTATINA MK 40 mg (RD)","milu","13","14","14","0","72,500","942,500","COP","3/3/2023","3/27/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101680582","101680582","10046168","10046168","INS. IRBESARTAN+AMLODIPINO 150+5mg TABC (HN-RD)","milu","11","12","12","0","118,000","1,298,000","COP","3/3/2023","3/21/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
