Date,Hotel Name,Stars,Destination,Address,Amenities,Night Price($)
23-01-2024,Null,5,San Diego,Null,Null,1042
24-01-2024,Null,5,San Diego,Null,Null,1139
25-01-2024,Null,5,San Diego,Null,Null,605
26-01-2024,Null,5,San Diego,Null,Null,1167
27-01-2024,Null,5,San Diego,Null,Null,902
28-01-2024,Null,5,San Diego,Null,Null,665
29-01-2024,Null,5,San Diego,Null,Null,700
30-01-2024,Null,5,San Diego,Null,Null,998
31-01-2024,Null,5,San Diego,Null,Null,447
1/1/2024,Null,4,Chicago,Null,Null,212
2/1/2024,Null,4,Chicago,Null,Null,134
3/1/2024,Null,4,Chicago,Null,Null,183
4/1/2024,Null,4,Chicago,Null,Null,191
5/1/2024,Null,4,Chicago,Null,Null,136
6/1/2024,Null,4,Chicago,Null,Null,211
7/1/2024,Null,4,Chicago,Null,Null,189
8/1/2024,Null,4,Chicago,Null,Null,198
9/1/2024,Null,4,Chicago,Null,Null,214
10/1/2024,Null,4,Chicago,Null,Null,173
11/1/2024,Null,4,Chicago,Null,Null,199
12/1/2024,Null,4,Chicago,Null,Null,143
13-01-2024,Null,4,Chicago,Null,Null,254
14-01-2024,Null,4,Chicago,Null,Null,241
15-01-2024,Null,4,Chicago,Null,Null,158
16-01-2024,Null,4,Chicago,Null,Null,151
17-01-2024,Null,4,Chicago,Null,Null,169
18-01-2024,Null,4,Chicago,Null,Null,205
19-01-2024,Null,4,Chicago,Null,Null,190
20-01-2024,Null,4,Chicago,Null,Null,249
21-01-2024,Null,4,Chicago,Null,Null,186
22-01-2024,Null,4,Chicago,Null,Null,209
23-01-2024,Null,4,Chicago,Null,Null,202
24-01-2024,Null,4,Chicago,Null,Null,205
25-01-2024,Null,4,Chicago,Null,Null,207
26-01-2024,Null,4,Chicago,Null,Null,192
27-01-2024,Null,4,Chicago,Null,Null,197
28-01-2024,Null,4,Chicago,Null,Null,253
29-01-2024,Null,4,Chicago,Null,Null,139
30-01-2024,Null,4,Chicago,Null,Null,136
31-01-2024,Null,4,Chicago,Null,Null,161
1/1/2024,Null,5,Chicago,Null,Null,901
2/1/2024,Null,5,Chicago,Null,Null,318
3/1/2024,Null,5,Chicago,Null,Null,245
4/1/2024,Null,5,Chicago,Null,Null,1123
5/1/2024,Null,5,Chicago,Null,Null,1145
6/1/2024,Null,5,Chicago,Null,Null,855
7/1/2024,Null,5,Chicago,Null,Null,1058
8/1/2024,Null,5,Chicago,Null,Null,1295
9/1/2024,Null,5,Chicago,Null,Null,1361
10/1/2024,Null,5,Chicago,Null,Null,284
11/1/2024,Null,5,Chicago,Null,Null,1052
12/1/2024,Null,5,Chicago,Null,Null,1393
13-01-2024,Null,5,Chicago,Null,Null,481
14-01-2024,Null,5,Chicago,Null,Null,624
15-01-2024,Null,5,Chicago,Null,Null,903
16-01-2024,Null,5,Chicago,Null,Null,1344
17-01-2024,Null,5,Chicago,Null,Null,1484
18-01-2024,Null,5,Chicago,Null,Null,775
19-01-2024,Null,5,Chicago,Null,Null,984
20-01-2024,Null,5,Chicago,Null,Null,1482
21-01-2024,Null,5,Chicago,Null,Null,531
22-01-2024,Null,5,Chicago,Null,Null,1427
23-01-2024,Null,5,Chicago,Null,Null,180
24-01-2024,Null,5,Chicago,Null,Null,198
25-01-2024,Null,5,Chicago,Null,Null,699
26-01-2024,Null,5,Chicago,Null,Null,448
27-01-2024,Null,5,Chicago,Null,Null,1134
28-01-2024,Null,5,Chicago,Null,Null,1432
29-01-2024,Null,5,Chicago,Null,Null,1349
30-01-2024,Null,5,Chicago,Null,Null,1465
31-01-2024,Null,5,Chicago,Null,Null,498
1/1/2024,Null,4,NYC,Null,Null,403
2/1/2024,Null,4,NYC,Null,Null,269
3/1/2024,Null,4,NYC,Null,Null,314
4/1/2024,Null,4,NYC,Null,Null,377
5/1/2024,Null,4,NYC,Null,Null,417
6/1/2024,Null,4,NYC,Null,Null,408
7/1/2024,Null,4,NYC,Null,Null,445
8/1/2024,Null,4,NYC,Null,Null,416
9/1/2024,Null,4,NYC,Null,Null,290
10/1/2024,Null,4,NYC,Null,Null,281
11/1/2024,Null,4,NYC,Null,Null,416
12/1/2024,Null,4,NYC,Null,Null,294
13-01-2024,Null,4,NYC,Null,Null,444
14-01-2024,Null,4,NYC,Null,Null,464
15-01-2024,Null,4,NYC,Null,Null,246
16-01-2024,Null,4,NYC,Null,Null,263
17-01-2024,Null,4,NYC,Null,Null,300
18-01-2024,Null,4,NYC,Null,Null,278
19-01-2024,Null,4,NYC,Null,Null,249
20-01-2024,Null,4,NYC,Null,Null,384
21-01-2024,Null,4,NYC,Null,Null,377
22-01-2024,Null,4,NYC,Null,Null,352
23-01-2024,Null,4,NYC,Null,Null,267
24-01-2024,Null,4,NYC,Null,Null,355
25-01-2024,Null,4,NYC,Null,Null,342
26-01-2024,Null,4,NYC,Null,Null,357
27-01-2024,Null,4,NYC,Null,Null,413
28-01-2024,Null,4,NYC,Null,Null,337
29-01-2024,Null,4,NYC,Null,Null,267
30-01-2024,Null,4,NYC,Null,Null,391
31-01-2024,Null,4,NYC,Null,Null,394
1/1/2024,Null,5,NYC,Null,Null,1404
2/1/2024,Null,5,NYC,Null,Null,1879
3/1/2024,Null,5,NYC,Null,Null,908
4/1/2024,Null,5,NYC,Null,Null,519
5/1/2024,Null,5,NYC,Null,Null,485
6/1/2024,Null,5,NYC,Null,Null,891
7/1/2024,Null,5,NYC,Null,Null,1337
8/1/2024,Null,5,NYC,Null,Null,1686
9/1/2024,Null,5,NYC,Null,Null,1156
10/1/2024,Null,5,NYC,Null,Null,1201
11/1/2024,Null,5,NYC,Null,Null,1838
12/1/2024,Null,5,NYC,Null,Null,522
13-01-2024,Null,5,NYC,Null,Null,1480
14-01-2024,Null,5,NYC,Null,Null,823
15-01-2024,Null,5,NYC,Null,Null,1715
16-01-2024,Null,5,NYC,Null,Null,1103
17-01-2024,Null,5,NYC,Null,Null,1947
18-01-2024,Null,5,NYC,Null,Null,1507
19-01-2024,Null,5,NYC,Null,Null,1625
20-01-2024,Null,5,NYC,Null,Null,1808
21-01-2024,Null,5,NYC,Null,Null,1708
22-01-2024,Null,5,NYC,Null,Null,1456
23-01-2024,Null,5,NYC,Null,Null,1280
24-01-2024,Null,5,NYC,Null,Null,1868
25-01-2024,Null,5,NYC,Null,Null,1810
26-01-2024,Null,5,NYC,Null,Null,1080
27-01-2024,Null,5,NYC,Null,Null,750
28-01-2024,Null,5,NYC,Null,Null,1865
29-01-2024,Null,5,NYC,Null,Null,1637
30-01-2024,Null,5,NYC,Null,Null,1870
31-01-2024,Null,5,NYC,Null,Null,1363
1/1/2024,Null,4,Seattle,Null,Null,304
2/1/2024,Null,4,Seattle,Null,Null,189
3/1/2024,Null,4,Seattle,Null,Null,247
4/1/2024,Null,4,Seattle,Null,Null,222
5/1/2024,Null,4,Seattle,Null,Null,235
6/1/2024,Null,4,Seattle,Null,Null,318
7/1/2024,Null,4,Seattle,Null,Null,263
8/1/2024,Null,4,Seattle,Null,Null,242
9/1/2024,Null,4,Seattle,Null,Null,178
10/1/2024,Null,4,Seattle,Null,Null,217
11/1/2024,Null,4,Seattle,Null,Null,270
12/1/2024,Null,4,Seattle,Null,Null,190
13-01-2024,Null,4,Seattle,Null,Null,222
14-01-2024,Null,4,Seattle,Null,Null,316
15-01-2024,Null,4,Seattle,Null,Null,175
16-01-2024,Null,4,Seattle,Null,Null,207
17-01-2024,Null,4,Seattle,Null,Null,220
18-01-2024,Null,4,Seattle,Null,Null,197
19-01-2024,Null,4,Seattle,Null,Null,251
20-01-2024,Null,4,Seattle,Null,Null,330
21-01-2024,Null,4,Seattle,Null,Null,244
22-01-2024,Null,4,Seattle,Null,Null,219
23-01-2024,Null,4,Seattle,Null,Null,202
24-01-2024,Null,4,Seattle,Null,Null,240
25-01-2024,Null,4,Seattle,Null,Null,217
26-01-2024,Null,4,Seattle,Null,Null,241
27-01-2024,Null,4,Seattle,Null,Null,284
28-01-2024,Null,4,Seattle,Null,Null,252
29-01-2024,Null,4,Seattle,Null,Null,275
30-01-2024,Null,4,Seattle,Null,Null,193
31-01-2024,Null,4,Seattle,Null,Null,227
1/1/2024,Null,5,Seattle,Null,Null,945
2/1/2024,Null,5,Seattle,Null,Null,786
3/1/2024,Null,5,Seattle,Null,Null,579
4/1/2024,Null,5,Seattle,Null,Null,806
5/1/2024,Null,5,Seattle,Null,Null,658
6/1/2024,Null,5,Seattle,Null,Null,282
7/1/2024,Null,5,Seattle,Null,Null,863
8/1/2024,Null,5,Seattle,Null,Null,1031
9/1/2024,Null,5,Seattle,Null,Null,331
10/1/2024,Null,5,Seattle,Null,Null,1387
11/1/2024,Null,5,Seattle,Null,Null,990
12/1/2024,Null,5,Seattle,Null,Null,334
13-01-2024,Null,5,Seattle,Null,Null,1616
14-01-2024,Null,5,Seattle,Null,Null,327
15-01-2024,Null,5,Seattle,Null,Null,1348
16-01-2024,Null,5,Seattle,Null,Null,851
17-01-2024,Null,5,Seattle,Null,Null,300
18-01-2024,Null,5,Seattle,Null,Null,570
19-01-2024,Null,5,Seattle,Null,Null,1143
20-01-2024,Null,5,Seattle,Null,Null,662
21-01-2024,Null,5,Seattle,Null,Null,610
22-01-2024,Null,5,Seattle,Null,Null,1287
23-01-2024,Null,5,Seattle,Null,Null,661
24-01-2024,Null,5,Seattle,Null,Null,1385
25-01-2024,Null,5,Seattle,Null,Null,352
26-01-2024,Null,5,Seattle,Null,Null,558
27-01-2024,Null,5,Seattle,Null,Null,1126
28-01-2024,Null,5,Seattle,Null,Null,1435
29-01-2024,Null,5,Seattle,Null,Null,1281
30-01-2024,Null,5,Seattle,Null,Null,653
31-01-2024,Null,5,Seattle,Null,Null,891
1/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017",Kitchen/Kitchenette,185
1/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Hot tub, Parking",223
2/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Gym, Airport Shuttle",219
2/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Free Breakfast, Hot tub",275
3/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
3/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
4/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
4/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
5/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Pet friendly",177
5/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Airport Shuttle, Gym",274
6/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Pet friendly, Kitchen/Kitchenette, Airport Shuttle",213
6/3/2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pet friendly, Hot tub, Free WiFi",260
7/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Kitchen/Kitchenette, Fitness",218
7/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Pet friendly, Parking, Hot tub",245
8/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071",Hot tub,187
8/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free Breakfast, Pool, Airport Shuttle",176
9/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Airport Shuttle, Gym",241
9/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pool,187
10/3/2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Gym, Airport Shuttle",258
10/3/2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Gym, Pool, Free WiFi",194
11/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071",Parking,245
11/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Pool, Fitness, Parking",242
12/3/2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Hot tub, Pool",243
12/3/2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Hot tub, Pet friendly",266
13-03-2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",Free WiFi,223
14-03-2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017",Gym,265
15-03-2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free WiFi, Hot tub, Pet friendly",227
16-03-2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Airport Shuttle, Gym, Fitness",251
17-03-2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
18-03-2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015",Fitness,219
19-03-2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015",Gym,197
20-03-2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Pet friendly, Hot tub, Kitchen/Kitchenette",217
21-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071",Pet friendly,207
22-03-2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free Breakfast, Parking, Gym",211
23-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Free WiFi, Hot tub, Pet friendly",263
24-03-2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Fitness",185
25-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071",Free Breakfast,234
26-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071",Hot tub,205
26-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Pet friendly, Hot tub, Parking",265
27-03-2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Hot tub, Free WiFi, Gym",209
27-03-2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free WiFi, Gym, Parking",175
28-03-2024,InterContinental Los Angeles Downtown,4,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
28-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
29-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Pet friendly, Fitness, Free Breakfast",236
29-03-2024,"The Ritz-Carlton, Los Angeles",4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015",Free WiFi,197
30-03-2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",Gym,281
30-03-2024,The LINE Hotel,4,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010",Hot tub,265
31-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Hot tub, Gym, Kitchen/Kitchenette",201
31-03-2024,JW Marriott Los Angeles L.A. LIVE,4,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly",233
1/3/2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Hot tub, Gym, Free Breakfast, Pool",636
1/3/2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Parking, Pet friendly, Fitness",2842
2/3/2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Fitness, Kitchen/Kitchenette, Hot tub, Free Breakfast",2002
2/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Free WiFi, Pet friendly, Gym",787
3/3/2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
4/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
4/3/2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
